===Base de datos stocksekai

== Estructura de tabla para la tabla products_backup_nombres_20260108

|------
|Columna|Tipo|Nulo|Predeterminado
|4027|308|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM MAGENTA, 500 ML, GRAN CAPACIDAD - SIN N/P|2026-01-08 12:11:01
|4028|316|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM AMARILLA REFERENCIA 664, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4029|317|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM CIAN REFERENCIA 664, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4030|318|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM MAGENTA REFERENCIA 664, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4031|319|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM NEGRA REFERENCIA 664, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4032|360|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM CIAN COMPATIBLE CON HP GT52, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4033|103|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM MAGENTA COMPATIBLE CON HP GT52, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4034|102|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM AMARILLA COMPATIBLE CON HP GT52, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4035|357|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM CIAN COMPATIBLE CON EPSON T504/T544, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4036|358|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM MAGENTA COMPATIBLE CON EPSON T504/T544, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4037|356|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM NEGRA COMPATIBLE CON EPSON T504/T544, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4038|359|CONSUMIBLE DE IMPRESIÓN - TINTA DE REPOSICIÓN - GENÉRICO - GENÉRICO - TINTA PREMIUM AMARILLA COMPATIBLE CON EPSON T504/T544, 70 ML, EN CAJA - SIN N/P|2026-01-08 12:11:01
|4039|935|AUDIO - SISTEMA DE AUDIO PORTÁTIL - BATBLACK - BT-MF40 - MEGÁFONO RECARGABLE 40W, BLUETOOTH, USB, SD, CON FUNCIÓN DE GRABACIÓN - SIN N/P|2026-01-08 12:11:01
|4040|579|CONSUMIBLE DE IMPRESIÓN - CABEZAL DE IMPRESIÓN - CANON - KIT BH-1/CH-1 - CABEZAL NEGRO (BH-1) + COLOR (CH-1) PARA G3110/G3100/G4100/G2110 - SIN N/P|2026-01-08 12:11:01
|4041|695|CONSUMIBLE DE IMPRESIÓN - CABEZAL DE IMPRESIÓN - CANON - KIT BH-10/CH-10 - CABEZAL NEGRO (BH-10) + COLOR (CH-10) PARA G2160/G3160/G5010/G6010 - SIN N/P|2026-01-08 12:11:01
|4042|378|CONSUMIBLE DE IMPRESIÓN - CABEZAL DE IMPRESIÓN - HP - 11 (C4813A) - CABEZAL DE IMPRESIÓN AMARILLO, PARA IMPRESORAS HP DE INYECCIÓN - C4813A|2026-01-08 12:11:01
|4043|750|CONSUMIBLE DE IMPRESIÓN - CABEZAL DE IMPRESIÓN - HP - KIT 3YP86AL - CABEZAL COMBINADO NEGRO/TRICOLOR PARA SERIE ENVY/OFICJET 315/415/5820/5810 - 3YP86AL|2026-01-08 12:11:01
|4044|249|CABLE Y ADAPTADOR - CABLE DE AUDIO - YEXIN - GENÉRICO - CABLE AUXILIAR 3.5 MM MACHO A MACHO, 1.50 METROS, PARA CONEXIÓN DE AUDIO - SIN N/P|2026-01-08 12:11:01
|4045|516|CABLE Y ADAPTADOR - CABLE DE RED - SATRA - GENÉRICO - CABLE DE RED UTP CAT5E, 1 METRO, CONECTORES RJ-45, COLOR AMARILLO - SIN N/P|2026-01-08 12:11:01
|4046|141|CABLE Y ADAPTADOR - CABLE DE PODER - GENÉRICO - GENÉRICO - CABLE DE ALIMENTACIÓN AC, CONEXIÓN TIPO 8, 1.2 METROS, PARA EQUIPOS ELECTRÓNICOS - SIN N/P|2026-01-08 12:11:01
|4047|958|CABLE Y ADAPTADOR - CABLE DE PODER - GENÉRICO - GENÉRICO - CABLE DE ALIMENTACIÓN AC, CONEXIÓN TIPO 8 (IEC C7), PARA EQUIPOS ELECTRÓNICOS - SIN N/P|2026-01-08 12:11:01
|4048|394|CABLE Y ADAPTADOR - CABLE DE RED - STARTECH - GENÉRICO - CABLE DE RED UTP CAT5E, 10 METROS, CONECTORES RJ-45, COLOR AZUL - SIN N/P|2026-01-08 12:11:01
|4049|1010|CABLE Y ADAPTADOR - CABLE DE RED - SATRA - GENÉRICO - CABLE DE RED UTP CAT 6, 1 METRO, CONECTORES RJ-45, PARA CONEXIÓN DE ALTA VELOCIDAD - SIN N/P|2026-01-08 12:11:01
|4050|771|CABLE Y ADAPTADOR - CABLE DE RED - XTECH - XTC-226 - CABLE UTP CATEGORÍA 6, BOBINA 305 METROS, GRIS, VELOCIDAD 1 GBPS - XTC-226|2026-01-08 12:11:01
|4051|556|CABLE Y ADAPTADOR - CABLE DE RED - XTECH - XTC-220 - CABLE UTP CATEGORÍA 5E, BOBINA 305 METROS, GRIS, VELOCIDAD 100 MBPS - XTC-220|2026-01-08 12:11:01
|4052|963|CABLE Y ADAPTADOR - CABLE DE RED UTP - XTECH - XTC-226 - CABLE BULK CATEGORÍA 6, 305 METROS (1000 FT), GRIS, 24 AWG, VELOCIDAD HASTA 1 GBPS, 250 MHZ|2026-01-08 12:31:44
|4053|222|CABLE Y ADAPTADOR - CABLE DE SEGURIDAD - HP - L2E14LA - CABLE DE SEGURIDAD KENNINGTON CON LLAVE PARA COMPUTADORA DE ESCRITORIO Y LAPTOP - L2E14LA|2026-01-08 12:31:44
|4054|737|CABLE Y ADAPTADOR - CABLE DE SEGURIDAD - XTECH - XTA110 - CABLE DE SEGURIDAD PARA LAPTOP CON CERRADURA DE COMBINACIÓN DE 4 DÍGITOS, LONGITUD 1.8 METROS - SIN N/P|2026-01-08 12:31:44
|4055|1036|CABLE Y ADAPTADOR - CABLE DE VIDEO - GENÉRICO - GENÉRICO - CABLE DISPLAYPORT A DISPLAYPORT (MACHO A MACHO), COLOR NEGRO, PARA MONITOR - SIN N/P|2026-01-08 12:31:44
|4056|486|CABLE Y ADAPTADOR - CABLE DE VIDEO - XTECH - XTC342 - CABLE DISPLAYPORT MACHO A VGA MACHO, LONGITUD 1.8 METROS, PARA MONITOR - SIN N/P|2026-01-08 12:31:44
|4057|483|CABLE Y ADAPTADOR - CABLE DE VIDEO - XTECH - XTC354 - CABLE DISPLAYPORT A DISPLAYPORT (MACHO A MACHO), 1.8 METROS, AUDIO Y VIDEO DIGITAL - SIN N/P|2026-01-08 12:31:44
|4058|687|CABLE Y ADAPTADOR - CABLE DE EXTENSIÓN - GENÉRICO - GENÉRICO - CABLE DE EXTENSIÓN USB 2.0 MACHO A HEMBRA, LONGITUD 1.5 METROS, COLOR NEGRO - SIN N/P|2026-01-08 12:31:44
|4059|829|CABLE Y ADAPTADOR - CABLE DE EXTENSIÓN - GENÉRICO - GENÉRICO - CABLE DE EXTENSIÓN USB 2.0 MACHO A HEMBRA, LONGITUD 1 METRO, COLOR NEGRO - SIN N/P|2026-01-08 12:31:44
|4060|733|CABLE Y ADAPTADOR - CABLE DE EXTENSIÓN - XTECH - XTC-301 - CABLE DE EXTENSIÓN USB 2.0 MACHO A HEMBRA, LONGITUD 1.8 METROS - SIN N/P|2026-01-08 12:31:44
|4061|1158|CABLE Y ADAPTADOR - CABLE DE VIDEO - SEISA - XC-FH3001 - CABLE HDMI A HDMI PREMIUM (TIPO A), 3 METROS, SOPORTE 4K ULTRA HD, PUNTA DORADA - SIN N/P|2026-01-08 12:31:44
|4062|218|CABLE Y ADAPTADOR - CABLE DE VIDEO - GENÉRICO - GENÉRICO - CABLE HDMI A HDMI (TIPO A), LONGITUD 1.5 METROS, PARA EQUIPOS AUDIOVISUALES, EN BOLSA - SIN N/P|2026-01-08 12:31:44
|4063|815|CABLE Y ADAPTADOR - CABLE DE VIDEO - XTECH - XTC-425 - CABLE HDMI A HDMI PLANO, LONGITUD 7.6 METROS, PARA TV, PC, LAPTOP Y PROYECTOR - SIN N/P|2026-01-08 12:31:45
|4064|514|CABLE Y ADAPTADOR - CABLE DE VIDEO - XTECH - XTC338 - CABLE HDMI A HDMI (TIPO A), LONGITUD 4.5 METROS - SIN N/P|2026-01-08 12:31:45
|4065|964|CABLE Y ADAPTADOR - CABLE DE VIDEO - XTECH - XTC-383 - CABLE HDMI A HDMI (TIPO A), LONGITUD APROX. 15.24 METROS (50 PIES), PARA LARGAS DISTANCIAS - SIN N/P|2026-01-08 12:31:45
|4066|1034|CABLE Y ADAPTADOR - CABLE DE IMPRESORA - GENÉRICO - GENÉRICO - CABLE IMPRESORA USB 2.0 TIPO A A TIPO B (USB-B), 28/24 AWG, COLOR NEGRO - SIN N/P|2026-01-08 12:31:45
|4067|736|CABLE Y ADAPTADOR - CABLE DE IMPRESORA - XTECH - XTC304 - CABLE IMPRESORA USB 2.0 TIPO A MACHO A TIPO B MACHO, LONGITUD 4.5 METROS - SIN N/P|2026-01-08 12:31:45
|4068|688|CABLE Y ADAPTADOR - CABLE DE IMPRESORA - XTECH - XTC307 - CABLE IMPRESORA USB 2.0 TIPO A MACHO A TIPO B MACHO, LONGITUD 1.8 METROS - SIN N/P|2026-01-08 12:31:45
|4069|387|CABLE Y ADAPTADOR - CABLE DE VIDEO - STARTECH - GENÉRICO - CABLE MHL (MICRO USB) MACHO A HDMI HEMBRA, LONGITUD 3 METROS, PARA CONEXIÓN DE DISPOSITIVOS MÓVILES - SIN N/P|2026-01-08 12:31:45
|4070|361|CABLE Y ADAPTADOR - CABLE DE RED - SATRA - GENÉRICO - CABLE UTP SÓLIDO CATEGORÍA 5E, VENTA POR METRO, COLOR GRIS - SIN N/P|2026-01-08 12:31:45
|4071|1035|CABLE Y ADAPTADOR - CABLE DE PODER - GENÉRICO - GENÉRICO - CABLE DE ALIMENTACIÓN (CORRIENTE) PARA 110V O 220V, CONEXIÓN TIPO 8 (IEC C7) - SIN N/P|2026-01-08 12:31:45
|4072|513|CABLE Y ADAPTADOR - CABLE DE PODER - XTECH - XTC120 - CABLE DE ALIMENTACIÓN CON CONEXIÓN TRÉBOL (IEC C13) MACHO, LONGITUD 1.8 METROS, CON LÍNEA A TIERRA - SIN N/P|2026-01-08 12:31:45
|4073|459|CABLE Y ADAPTADOR - CABLE DE DATOS - GENÉRICO - GENÉRICO - CABLE SATA (SERIE ATA) DE DATOS, 7 PINES, CONECTOR RECTO, 26 AWG, PARA HDD Y SSD - SIN N/P|2026-01-08 12:31:45
|4074|616|CABLE Y ADAPTADOR - CABLE DE VIDEO - STARTECH - GENÉRICO - CABLE DE ADAPTADOR DVI-A MACHO A VGA MACHO, LONGITUD 1 METRO, CONEXIÓN ANALÓGICA - SIN N/P|2026-01-08 12:31:45
|4075|728|CABLE Y ADAPTADOR - CABLE DE CARGA Y DATOS - ROMAX - TCD0476 - CABLE USB TIPO C A TIPO C, LONGITUD 1 METRO, SOPORTE DE CARGA RÁPIDA HASTA 45W (6A), NEGRO - SIN N/P|2026-01-08 12:31:45
|4076|477|CABLE Y ADAPTADOR - CABLE DE CARGA Y DATOS - XIAOMI - GENÉRICO - CABLE USB TIPO C A TIPO C, LONGITUD 1 METRO, CARGA RÁPIDA HASTA 120W (6A), COLOR BLANCO - SIN N/P|2026-01-08 12:31:45
|4077|851|CABLE Y ADAPTADOR - CABLE DE CARGA Y DATOS - REDD - RD-6123C - CABLE USB TIPO C, PROBABLEMENTE TIPO C A TIPO A O TIPO C, PARA CARGA Y DATOS - SIN N/P|2026-01-08 12:31:45
|4078|1022|CABLE Y ADAPTADOR - CABLE DE CARGA Y DATOS - GREATNICE - GTS-C003M - CABLE DE DATOS TIPO V8 (MICRO USB), SOPORTE DE CARGA HASTA 2.4 AMPERIOS - SIN N/P|2026-01-08 12:31:45
|4079|475|CABLE Y ADAPTADOR - CABLE DE CARGA - X-CABLE - 360 - CABLE DE CARGA MAGNÉTICO 3 EN 1, COMPATIBLE CON MÚLTIPLES CONECTORES (PROBABLEMENTE TIPO C, MICRO USB, LIGHTNING) - SIN N/P|2026-01-08 12:31:45
|4080|476|CABLE Y ADAPTADOR - CABLE DE CARGA - X-CABLE - 360 - CABLE DE CARGA MAGNÉTICO TIPO C, PARA DISPOSITIVOS CON PUERTO USB TIPO C - SIN N/P|2026-01-08 12:31:45
|4081|1087|CABLE Y ADAPTADOR - CABLE DE CARGA - TEROS - TE-70212W - CABLE DE CARGA TIPO C A LIGHTNING, 3A (20W MÁXIMO), COLOR BLANCO Y PLATEADO - SIN N/P|2026-01-08 12:31:45
|4082|173|CABLE Y ADAPTADOR - CABLE DE CARGA Y DATOS - HOCHI - GENÉRICO - CABLE USB TIPO C, SOPORTA 2.1 AMPERIOS, COLOR BLANCO - SIN N/P|2026-01-08 12:31:45
|4083|536|CABLE Y ADAPTADOR - CABLE DE CARGA Y DATOS - ONCE - OC-433C - CABLE USB TIPO C, COLOR BLANCO, PRESENTACIÓN EN CAJA - SIN N/P|2026-01-08 12:31:45
|4084|468|CABLE Y ADAPTADOR - CABLE DE CARGA - XSD - S10 - CABLE DE CARGA TIPO V8 (MICRO USB), SOPORTA CARGA RÁPIDA HASTA 10 AMPERIOS, COLOR BLANCO - SIN N/P|2026-01-08 12:31:45
|4085|377|CABLE Y ADAPTADOR - CABLE USB - GENÉRICO - GENÉRICO - CABLE USB (PROBABLEMENTE TIPO A A TIPO A), PARA CONEXIÓN DE DISPOSITIVOS - SIN N/P|2026-01-08 12:31:45
|4086|407|CABLE Y ADAPTADOR - CABLE DE VIDEO - GENÉRICO - GENÉRICO - CABLE VGA MACHO A VGA MACHO, LONGITUD 1.5 METROS, COLOR AZUL, PRESENTACIÓN EN BOLSA - SIN N/P|2026-01-08 12:31:45
|4087|470|CABLE Y ADAPTADOR - CABLE DE VIDEO - XTECH - XTC325 - CABLE DIVISOR (SPLITTER) VGA MACHO A 2 SALIDAS VGA HEMBRA, PARA MULTIPLICAR SEÑAL DE VIDEO - SIN N/P|2026-01-08 12:31:45
|4088|1046|CABLE Y ADAPTADOR - CABLE DE VIDEO - GENÉRICO - GENÉRICO - CABLES DISPLAYPORT (PROBABLEMENTE DISPLAYPORT A DISPLAYPORT) - SIN N/P|2026-01-08 12:31:45
|4089|585|ACCESORIO DE RED - CAJA DE CONEXIÓN - SATRA - 76JM SB-S2 - CAJA ADOSABLE PARA CONEXIONES DE RED, DIMENSIONES 2.00X4.00X1.89, COLOR BLANCO - SIN N/P|2026-01-08 12:31:45
|4090|1163|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - GENWORK/PROWORK - GENÉRICO - CAJA DE RELLENO PARA TECLADO Y MOUSE (EMPAQUE VACÍO O INTERNO) - SIN N/P|2026-01-08 12:31:45
|4091|1164|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - GENWORK/PROWORK - GENÉRICO - CAJA MASTER PARA TECLADO Y MOUSE (EMPAQUE COMPLETO DEL PRODUCTO) - SIN N/P|2026-01-08 12:31:45
|4092|1248|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - EZENT - S70 - CAJA MASTER PARA TECLADO (PROBABLEMENTE MODELO S70) - SIN N/P|2026-01-08 12:31:45
|4093|1165|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - PROWORK/GENWORK/KENYA - GENÉRICO - CAJA MASTER PARA TECLADO (COMPATIBLE CON VARIAS MARCAS) - SIN N/P|2026-01-08 12:31:45
|4094|1196|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - EZENT - CASE 1035S - CAJA MASTER COMPATIBLE CON TECLADO KENYA DE EZENT, MODELO 1035S - SIN N/P|2026-01-08 12:31:45
|4095|1197|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - EZENT - CASE 1035S - CAJA DE RELLENO (MOUSE) COMPATIBLE CON TECLADO KENYA DE EZENT, MODELO 1035S - SIN N/P|2026-01-08 12:31:45
|4096|1162|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - GENWORK/PROWORK - GENÉRICO - CAJA DE RELLENO PARA MOUSE (EMPAQUE VACÍO O INTERNO) - SIN N/P|2026-01-08 12:31:45
|4097|1198|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - EZENT - LG MK120 - CAJA PARA TECLADO KENYA DE EZENT, COMPATIBLE CON TECLADO LG MK120 - SIN N/P|2026-01-08 12:31:45
|4098|1274|ACCESORIO DE COMPUTADORA - ESTUCHE DE EMPAQUE - EZENT - CASE 1035S - CAJA PARA TECLADO KENYA DE EZENT, MODELO 1035S - SIN N/P|2026-01-08 12:31:45
|4099|869|VIDEOVIGILANCIA - CÁMARA DE SEGURIDAD - HIKVISION - DS-2CE76K0T-LPFS - CÁMARA DOME ANALÓGICA 5MP (APROX. 3 MEGAPÍXELES), LENTE 2.8MM, IR 20M, CON AUDIO - SIN N/P|2026-01-08 12:31:45
|4100|567|VIDEOVIGILANCIA - CÁMARA DE SEGURIDAD - HIKVISION - DS-2CE16D0T-VFIR3F - CÁMARA BULLET ANALÓGICA TURBO HD 1080P (2 MP), LENTE VARIFOCAL 2.8-12MM, IR HASTA 40M, IP66|2026-01-08 12:31:45
|4101|580|VIDEOVIGILANCIA - CÁMARA DE SEGURIDAD - HIKVISION - DS-2CE16C0T-VFIR3F - CÁMARA BULLET ANALÓGICA 720P (1 MP), LENTE VARIFOCAL 2.8-12MM, IR HASTA 40M, IP66, SALIDAS TVI/AHD/CVI/CVBS|2026-01-08 12:31:45
|4102|610|VIDEOVIGILANCIA - CÁMARA DE SEGURIDAD WI-FI INTERIOR - TP-LINK TAPO - TAPO C100 - 1080P FULL HD, VISIÓN NOCTURNA HASTA 9M, DETECCIÓN DE MOVIMIENTO, AUDIO BIDIRECCIONAL, MICROSD HASTA 512GB, COMPATIBLE ALEXA Y GOOGLE HOME |2026-01-08 12:37:29
|4103|985|VIDEOVIGILANCIA - CÁMARA DE SEGURIDAD WI-FI INTERIOR - TP-LINK TAPO - TAPO C120 - RESOLUCIÓN HD (VERIFICAR 1080P/2K), VISIÓN NOCTURNA, DETECCIÓN DE MOVIMIENTO/PERSONA, ALMACENAMIENTO EN NUBE Y MICROSD, COMPATIBLE ALEXA Y GOOGLE HOME|2026-01-08 12:37:29
|4104|901|FOTOGRAFÍA Y VIDEO - CÁMARA MIRRORLESS - CANON - EOS R50 - CÁMARA MIRRORLESS CON SENSOR APS-C, LENTE ZOOM RF 18-45MM F/4.5-6.3 IS STM, NEGRO, KIT BÁSICO|2026-01-08 12:37:29
|4105|1175|FOTOGRAFÍA Y VIDEO - CÁMARA MIRRORLESS PROFESIONAL - SONY - ALPHA A7 IV (ILCE-7M4K) - SENSOR FULL FRAME DE 33 MP, LENTE ZOOM FE 28-70MM F/3.5-5.6 OSS, CUERPO Y LENTE HÍBRIDO, VIDEO 4K|2026-01-08 12:37:29
|4106|412|FOTOGRAFÍA Y VIDEO - CÁMARA BRIDGE - SONY - CYBER-SHOT DSC-HX400V - SUPERZOOM DE 50X (EQUIV. 24-1200MM), SENSOR DE 20.4 MP, FOTOS Y VIDEO FULL HD, PANORÁMICA, ESTABILIZADOR ÓPTICO|2026-01-08 12:37:29
|4107|1303|FOTOGRAFÍA Y VIDEO - ESTABILIZADOR DE CÁMARA - DJI - RONIN RS 4 MINI COMBO - ESTABILIZADOR DE MANO PARA CÁMARAS MIRRORLESS Y DSLR, PESO MÁX. 2 KG, SISTEMA DE BLOQUEO DE EJE, BATERÍA DE LARGA DURACIÓN, INCLUYE ACCESORIOS|2026-01-08 12:37:29
|4108|634|ACCESORIO DE VIDEO - CÁMARA WEB - ARGOMTECH - CAM20 (ARG-WC-9120BK) - RESOLUCIÓN HD 720P, CONECTOR USB 2.0, MICRÓFONO INTEGRADO, COMPATIBLE CON WINDOWS Y MAC OS, COLOR NEGRO|2026-01-08 12:37:29
|4109|655|ACCESORIO DE VIDEO - CÁMARA WEB - GENÉRICO - CM-005 - RESOLUCIÓN 1080P FULL HD, MICRÓFONO INTEGRADO, COMPATIBLE CON USB, PARA VIDEOCONFERENCIAS|2026-01-08 12:37:29
|4110|1244|ACCESORIO DE VIDEO - CÁMARA WEB - LOGITECH - C925E - CÁMARA WEB HD 1080P A 30 FPS, MICRÓFONO ESTÉREO INTEGRADO, ENFOQUE AUTOMÁTICO, PARA VIDEOCONFERENCIAS PROFESIONALES, MONTAJE UNIVERSAL|2026-01-08 12:37:29
|4111|414|ACCESORIO DE VIDEO - CÁMARA WEB - GENÉRICO - GENÉRICO - CÁMARA WEB FULL HD 1080P, MICRÓFONO INTEGRADO, COMPATIBLE USB, PLUG AND PLAY, PARA REUNIONES Y STREAMING|2026-01-08 12:37:29
|4112|417|ACCESORIO DE VIDEO - CÁMARA WEB - TEROS - TE-9054 - RESOLUCIÓN VGA (640X480), MICRÓFONO INTEGRADO, 30 FPS, COMPATIBLE CON USB, USO BÁSICO PARA VIDEOCONFERENCIAS|2026-01-08 12:37:29
|4113|1187|ACCESORIO DE VIDEO - CÁMARA WEB - LOGITECH - BRIO 500 - CÁMARA WEB USB-C FULL HD 1080P A 30 FPS, VISIÓN NOCTURNA RIGHTLIGHT 3, ENCUADRE AUTOMÁTICO, DESENFOQUE DE FONDO, MICRÓFONO CON REDUCCIÓN DE RUIDO, COLOR BLANCO|2026-01-08 12:37:29
|4114|142|SERVICIO - REPARACIÓN - GENÉRICO - GENÉRICO - SERVICIO DE CAMBIO DE BATERÍA PARA DISPOSITIVOS ELECTRÓNICOS (CELULARES, LAPTOPS, ETC.)|2026-01-08 12:37:29
|4115|150|ACCESORIO DE RED - CANALETA - SATRA - GENÉRICO - CANALETA PARA CABLEADO DE 15X10 MM, COLOR BLANCO, POR METRO O PIEZA|2026-01-08 12:37:29
|4116|850|ACCESORIO DE RED - CANALETA - SATRA - GENÉRICO - CANALETA PARA CABLEADO DE 39X10 MM, LONGITUD 2 METROS, COLOR BLANCO|2026-01-08 12:37:29
|4117|155|ACCESORIO DE RED - CANALETA - SATRA - GENÉRICO - CANALETA ADHESIVA (AUTOPEGABLE) PARA CABLEADO DE 24X14 MM, COLOR BLANCO|2026-01-08 12:37:29
|4118|233|ACCESORIO DE RED - CANALETA - SATRA - GENÉRICO - CANALETA ADHESIVA (AUTOPEGABLE) PARA CABLEADO DE 39X19 MM, COLOR BLANCO|2026-01-08 12:37:29
|4119|849|ACCESORIO DE RED - CANALETA - WAILEC - GENÉRICO - CANALETA PARA CABLEADO DE 10X20 MM, LONGITUD 2 METROS, COLOR BLANCO|2026-01-08 12:37:29
|4120|837|ACCESORIO PARA MÓVIL - FUNDA / CARCASA - GENÉRICO - GENÉRICO - FUNDA O CARCASA PROTECTORA PARA TELÉFONOS CELULARES DE DIVERSAS MARCAS Y MODELOS|2026-01-08 12:37:29
|4121|713|ACCESORIO DE ALMACENAMIENTO - CARCASA EXTERNA - GENÉRICO - GENÉRICO - CARCASA EXTERNA PARA SSD NVME, CONEXIÓN USB 3.1 GEN 2 TIPO C, VELOCIDADES HASTA 10 GBPS|2026-01-08 12:37:29
|4122|1260|ACCESORIO DE ENERGÍA - CARGADOR DE PILAS - CAMELION - BC-0904SM - CARGADOR DE PILAS RECARGABLES + 4 PILAS AA 2000MAH 1.2V, PARA ELECTRÓNICOS DE USO GENERAL|2026-01-08 12:37:29
|4123|738|ACCESORIO DE ENERGÍA - CARGADOR DE PARED - XTECH - XTC203 - CARGADOR USB DE 3 PUERTOS, SALIDA TOTAL 5V/3.1A, ENTRADA 100-240V, COLOR BLANCO, PARA DISPOSITIVOS MÓVILES|2026-01-08 12:37:29
|4124|739|ACCESORIO DE ENERGÍA - CARGADOR DE PARED - DEXBO - DE-E5180C - CARGADOR TIPO V8 (MICRO USB) DE CARGA RÁPIDA 4.8A, CABLE DE 1.2 METROS, PARA TELÉFONOS Y TABLETS|2026-01-08 12:37:29
|4125|458|ACCESORIO DE ENERGÍA - CARGADOR INALÁMBRICO - SONY - CP-WP1/W - BASE DE CARGA INALÁMBRICA BLUETOOTH, POTENCIA 5W, COMPATIBLE CON QI, COLOR BLANCO|2026-01-08 12:37:29
|4126|1033|ACCESORIO DE ENERGÍA - CARGADOR DE PARED - GENÉRICO - GENÉRICO - CARGADOR PARA IPHONE 20W CON PUERTO USB-C Y CABLE LIGHTNING A USB-C, CARGA RÁPIDA PARA IPHONES|2026-01-08 12:37:29
|4127|101|ACCESORIO DE ENERGÍA - HUB CARGADOR USB - MAXELL - 347630 HUSB-4 - HUB USB CON 4 PUERTOS DE CARGA, COMPACTO, PARA CARGAR MÚLTIPLES DISPOSITIVOS SIMULTÁNEAMENTE|2026-01-08 12:37:29
|4128|993|ACCESORIO DE ENERGÍA - CARGADOR DE PARED - REDD - RD-2101C - CARGADOR PARA CELULAR TIPO C DE ALTA POTENCIA (85W, 7.2A), CARGA RÁPIDA PARA LAPTOPS Y TELÉFONOS|2026-01-08 12:37:29
|4129|431|ACCESORIO DE ENERGÍA - CARGADOR DE PARED - GENÉRICO - GENÉRICO - CARGADOR PARA IPHONE 25W CON ADAPTADOR USB-C Y CABLE LIGHTNING A USB-C, CARGA RÁPIDA|2026-01-08 12:37:29
|4130|295|ACCESORIO DE ENERGÍA - CARGADOR ESPECÍFICO - SONY - PSP-100 - CARGADOR ORIGINAL PARA CONSOLA PORTÁTIL SONY PSP, ENTRADA 100-240V, SALIDA DC|2026-01-08 12:37:29
|4131|1193|ACCESORIO DE ENERGÍA - CARGADOR DE PARED - SAMSUNG - EP-TA845 - CARGADOR ORIGINAL SAMSUNG 45W SUPER FAST CHARGING 2.0 CON CABLE USB-C INCLUIDO, COMPATIBLE CON GALAXY Y LAPTOPS|2026-01-08 12:37:29
|4132|1194|ACCESORIO DE ENERGÍA - CARGADOR DE PARED - SAMSUNG - EP-TA200 - CARGADOR ORIGINAL SAMSUNG 15W FAST CHARGE, ADAPTADOR USB-C (CUBO) SIN CABLE, PARA TELÉFONOS SAMSUNG|2026-01-08 12:37:29
|4133|294|ACCESORIO DE ENERGÍA - BATERÍA EXTERNA - GENÉRICO - GENÉRICO - BATERÍA EXTERNA (POWER BANK) SOLAR 12000 MAH, CON PANEL SOLAR Y PUERTOS USB, PARA CARGA DE EMERGENCIA|2026-01-08 12:37:29
|4134|332|ACCESORIO DE ENERGÍA - CARGADOR DE PILAS - SONY - BCG-34HH4GN - CARGADOR DE PILAS RECARGABLES CON 4 PILAS AA SONY INCLUIDAS, CICLO DE CARGA INTELIGENTE|2026-01-08 12:37:29
